Year,DOY,hour,minute,Global Horizontal [W/m^2]
2017,147,5,50,3.76119
2017,147,5,51,4.78079
2017,147,5,52,5.49451
2017,147,5,53,5.98731
2017,147,5,54,6.63872
2017,147,5,55,7.66393
2017,147,5,56,8.68352
2017,147,5,57,8.11705
2017,147,5,58,7.88481
2017,147,5,59,8.13969
2017,147,6,0,8.75709
2017,147,6,1,8.68341
2017,147,6,2,8.50213
2017,147,6,3,7.81673
2017,147,6,4,8.35481
2017,147,6,5,8.96085
2017,147,6,6,10.6998
2017,147,6,7,11.2548
2017,147,6,8,12.416
2017,147,6,9,12.5066
2017,147,6,10,13.6224
2017,147,6,11,19.043
2017,147,6,12,24.0953
2017,147,6,13,25.7095
2017,147,6,14,26.4966
2017,147,6,15,28.3487
2017,147,6,16,28.0768
2017,147,6,17,26.6437
2017,147,6,18,28.4787
2017,147,6,19,31.0672
2017,147,6,20,29.5433
2017,147,6,21,31.4407
2017,147,6,22,36.1871
2017,147,6,23,36.3513
2017,147,6,24,35.6998
2017,147,6,25,34.7426
2017,147,6,26,36.2093
2017,147,6,27,36.5435
2017,147,6,28,33.2186
2017,147,6,29,37.0133
2017,147,6,30,38.0609
2017,147,6,31,41.0456
2017,147,6,32,41.5948
2017,147,6,33,42.9144
2017,147,6,34,41.6229
2017,147,6,35,49.2405
2017,147,6,36,48.1189
2017,147,6,37,51.8568
2017,147,6,38,53.703
2017,147,6,39,50.6615
2017,147,6,40,54.3711
2017,147,6,41,50.7915
2017,147,6,42,53.3401
2017,147,6,43,54.45
2017,147,6,44,55.5034
2017,147,6,45,68.0877
2017,147,6,46,71.4575
2017,147,6,47,72.5221
2017,147,6,48,83.4188
2017,147,6,49,93.494
2017,147,6,50,92.0555
2017,147,6,51,89.7106
2017,147,6,52,105.274
2017,147,6,53,118.153
2017,147,6,54,113.107
2017,147,6,55,117.348
2017,147,6,56,117.909
2017,147,6,57,109.079
2017,147,6,58,104.135
2017,147,6,59,97.7069
2017,147,7,0,113.486
2017,147,7,1,120.746
2017,147,7,2,107.391
2017,147,7,3,127.44
2017,147,7,4,121.607
2017,147,7,5,158.572
2017,147,7,6,135.103
2017,147,7,7,126.545
2017,147,7,8,174.713
2017,147,7,9,136.513
2017,147,7,10,135.448
2017,147,7,11,152.427
2017,147,7,12,160.617
2017,147,7,13,175.024
2017,147,7,14,157.071
2017,147,7,15,177.675
2017,147,7,16,189.397
2017,147,7,17,187.715
2017,147,7,18,182.833
2017,147,7,19,206.336
2017,147,7,20,212.469
2017,147,7,21,211.126
2017,147,7,22,208.753
2017,147,7,23,232.024
2017,147,7,24,288.012
2017,147,7,25,250.045
2017,147,7,26,303.904
2017,147,7,27,255.878
2017,147,7,28,333.459
2017,147,7,29,293.458
2017,147,7,30,274.914
2017,147,7,31,312.541
2017,147,7,32,295.216
2017,147,7,33,322.53
2017,147,7,34,380.488
2017,147,7,35,388.89
2017,147,7,36,385.927
2017,147,7,37,369.14
2017,147,7,38,336.343
2017,147,7,39,427.828
2017,147,7,40,390.467
2017,147,7,41,300.376
2017,147,7,42,405.578
2017,147,7,43,351.855
2017,147,7,44,418.853
2017,147,7,45,423.108
2017,147,7,46,485.077
2017,147,7,47,461.22
2017,147,7,48,460.518
2017,147,7,49,336.35
2017,147,7,50,459.794
2017,147,7,51,411.55
2017,147,7,52,381.197
2017,147,7,53,411.586
2017,147,7,54,374.625
2017,147,7,55,353.331
2017,147,7,56,363.852
2017,147,7,57,405.97
2017,147,7,58,300.236
